,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Cell0,-11.2192922480917,0.9829475438961959,1.12080028808087,12.7157888798094,0.0152075723460502,-1.01868401492525,0.624067824381812,-1.52687976771581,-2.95665193654514,2.57826807581126
Cell1,-13.7823680487508,-0.3390810394273239,1.07712626297326,11.278118748923,-0.816569880529042,-0.59182769306088,0.29964589495819605,-1.23687819299119,0.0484493827049532,-0.9707255690335842
Cell2,-13.768843510282199,-0.274461940354912,0.8077833743605072,15.1721673400651,1.5802057051326999,-0.0531322456527769,-0.41075108423351603,2.07118286138188,-0.24578259633859303,2.5009934941780094
Cell3,-11.1983573338181,0.426996240788536,-2.2733448360980297,6.99661764528288,0.0998023050649173,-1.59078288957406,0.390811763434777,-0.37254681375895704,-0.20246111634779998,0.38112999229857897
Cell4,-12.496844257393201,1.1951847731519099,-0.289208785404524,10.899037233667901,-0.8734793771252559,-1.29410595582323,0.978464390375287,-0.206501333017721,-0.80278254615566,-1.0039114150619801
Cell5,-12.5060363194474,-4.09750925162681,2.99151644769512,8.38773926977301,2.14299478307166,-1.62450459317261,1.21309303083253,-2.30197966323764,-1.46869438589605,-0.566659396078476
Cell6,-14.1446046384233,-0.7360646941788541,0.9538491769381771,13.1016675139569,0.8078063917771501,-2.36541850132256,-0.23604457523298897,-1.4629647553225702,-0.0783862104646064,-0.9388172753139499
Cell7,-13.073093315705302,0.9872578761480459,1.6062133390783402,12.562793198598301,0.7455225780678041,-1.70323200881472,-1.5480506946555002,0.255284934163504,-2.51596048039322,-0.515336247120056
Cell8,-14.7336945174688,-1.5630095930662098,1.07089374608572,16.1473605167607,2.5848045386768903,-0.481957763806162,-1.1493161523956799,0.19308690302162498,0.7411722745092991,-0.27803835824059403
Cell9,-9.052542754594311,1.14417997163404,-1.47322552165212,13.8413206739187,0.105931502038116,-1.4406646173818303,-0.304047691068752,0.730442372443722,-1.83113109460917,1.9068250613562199
Cell10,-14.7294934683361,-1.6108050266241598,3.14850475309215,11.4826063950437,0.194275767714108,-1.060410023965,-0.428425605906057,0.480350117596258,-0.18082032355368,-1.0336585432126602
Cell11,-13.799139648872002,-1.0415814523849498,0.116461118846064,12.664046817093402,0.811001205666557,0.33429168642499396,-0.25085636494040897,-1.82770641458098,1.18005953425611,-0.30508610919339096
Cell12,-10.691870731681199,-5.861341222471959,2.63050090830854,5.0335055902321395,2.2900896530999,-1.4089575410000401,0.21651659546986,0.45099222926822796,1.01157002876189,-2.50305675123106
Cell13,-10.500175469675801,-4.772480692517339,2.25672057107132,9.79700431604833,1.47875695005375,-0.966867360987072,0.419313947343103,-0.261706846244238,1.45623064240338,-0.238785855147019
Cell14,-15.048060679189598,-2.3061631702233902,2.53719015001384,10.8904636045875,0.628679984832621,-1.04988078510191,-0.16919008345717199,-0.58803424134924,0.28375947729240997,-1.5993947800356698
Cell15,-14.126697355977399,-1.11727735584492,0.382926887569735,14.9802262298369,0.8331525656873829,-1.0591144613652501,-0.157517555841601,1.37322873389824,-1.0553444363228002,0.728817747816607
Cell16,-12.7639551983112,0.730177952610054,0.668029447069865,11.6566741144154,2.3331711952374503,-1.38114667046404,0.101906505012777,-0.7524975067564941,-1.02625830763143,0.872093545661093
Cell17,-8.61226822374075,-0.14925955798483598,0.189981459478972,13.079850259458699,1.21719014852278,-0.36981224356545894,-0.21059266406170998,1.8605918176580398,-0.766203330436395,1.318476113876
Cell18,-11.7613097801578,-0.748917319404525,-1.04592147619827,14.8675570925551,0.915842654685354,-0.7082137964685258,-1.45195455080901,2.36160429439138,-0.8912771945120409,1.1049271047637
Cell19,-13.053198592170698,-0.933748369539703,0.385849048619332,11.116864949022,-1.0021952930086802,-2.1550341961891,-0.45476045333079296,0.46942249779529205,0.17717831887081698,-0.771721340804159
Cell20,-12.713879924087,-0.503699819444097,-0.6507492797018289,9.77079703401634,-0.762487200926039,-1.32096251964415,0.00285018701126727,0.3883554184708621,1.4596991593131998,-0.8711924871778859
Cell21,-12.502494680341401,-1.25965299036576,0.7422285978149201,11.0141216503441,-1.4823641606277098,-0.494671383991055,-0.5019619502924361,0.787832867764542,1.38242698403027,-1.2950434801639
Cell22,-13.0832590880041,1.0307334684746898,-0.4039669590413161,11.303479887767999,-0.40050739888081,-1.88539112028376,-0.386596531975154,-0.528238568163951,0.133187858909747,-1.94302610271421
Cell23,-13.2974252103859,-0.9541512660006529,1.60197250521007,11.872600402827402,-0.716995004694088,-3.06991632534656,-0.601752045495616,-2.1150970621931298,-0.6054081275974339,-2.18503774056856
Cell24,-11.8073924602045,-1.27754532236922,-0.9465403066770209,9.678396007777529,1.9794488481029697,1.74614401860118,-0.43057847490020296,-0.157019899770532,0.9587098404701679,1.01957445883652
Cell25,-11.6277743126503,0.271201928967443,-0.972846512437643,13.9355208899325,0.5669013244059019,-0.13078621626503698,-1.8673288150786103,1.37092147840195,-2.25375826259152,1.9008049610863602
Cell26,-13.1241820722625,1.7860083527118102,1.13817304930545,11.4618059562924,0.00233477179794375,-2.1802553256827597,-0.38157229133818,-1.1795959110843102,-0.43213239165523104,-1.1483662539438402
Cell27,-12.792121187346401,-0.684192123013982,-0.6060681005064089,15.541233177977901,0.29890324722024,-1.6921592814313897,-0.8644820629240151,2.18185370603652,-1.8956390935974499,1.63354983646109
Cell28,-13.274881688320699,0.33877451997814,0.41677594679949104,14.9862999352685,1.4118987894302197,-2.18593275387052,-1.35392264439643,2.3426554872235097,-1.95103450247581,1.32251847687397
Cell29,-12.5048115109466,0.591360994021027,0.45256747904234707,14.2916565178231,2.58989130586906,-1.2226872358673502,-1.69626535722103,1.6000504230559098,-1.39827749929308,1.7543805249260198
Cell30,-13.7847206397492,0.865079930761281,0.21904939761938502,10.991462702374802,-0.49076129692773296,-1.5234080167412,0.0823214354994264,-1.46096829018013,0.582900013059353,-0.888599061793486
Cell31,-13.172525195840398,-1.18983742027461,-0.836394185743442,12.9550869289586,0.368958629854926,-0.130241569023457,-0.5604384356242409,-1.14212389245501,-1.09535172251968,1.31089984647605
Cell32,-11.987757998714098,-0.0874870614263931,0.39483169959074393,15.040821433394301,1.31273751690778,-1.1028405922200801,-1.80507036819832,1.49383823165234,-2.4226415567540296,2.59209670212838
Cell33,-10.7864617785304,-0.7776565918402091,-1.97032495715204,11.755621950810198,0.973681091944797,-1.60862462175991,-2.1764885825437,0.459534172090738,-2.63402815472785,2.00797568427654
Cell34,-13.6427175101507,-2.88456136298056,2.33197885199065,10.08385361146,1.49339803414911,-2.2301745534096,0.31809992186525704,-1.68593863840455,0.29630540037740505,-0.999503824997314
Cell35,-12.952255551302901,-2.19849707539266,0.31484108985917497,11.8861393939287,-0.100188513144504,-1.70546564602501,-2.5599194290044,1.11789811069851,-2.13743600785253,1.68264140166767
Cell36,-14.558443280551,-0.118226884127513,1.3145010010121398,12.5958106522382,0.516292924677752,-1.85239754134038,0.51566637861478,-0.707182075963298,0.434476328824161,-1.02276703645867
Cell37,-12.920717729675697,0.32092013186447305,1.1255267356021101,11.5487398616589,-0.529484237022683,-0.5261383511951641,-1.00040638751462,-0.0240919318140846,0.0747474800574973,-0.223064725974894
Cell38,-11.2985751789689,-0.270457944962639,-0.973406508534313,14.2574775890959,0.850628259214942,1.02512675580227,-1.11582670176536,2.14377258666465,0.21576793125545798,1.20627849231902
Cell39,-12.535426434651,-0.262173115341143,-0.0368587549541962,16.3957158514452,1.3330213792939398,-0.910100068035862,-2.7056753118154706,1.73754828225351,-1.6425401429887199,2.37711059120716
Cell40,-12.0265983566608,-0.251468747047466,-0.9276131696014049,15.374489936814301,0.6461811248495121,-0.8083857418486451,-1.28873297807207,0.41068266503805495,-1.3291187978456598,0.5124719199541239
Cell41,-12.659802850013401,-4.00993207818617,1.12598185061499,6.66555560539629,0.395900594910214,-0.7725314940683041,-0.95894987326672,-1.69986128279741,-0.0322043472558892,-0.693640432363906
Cell42,-13.4948404566582,0.26144230469007296,-0.9275932532646459,15.4012731065885,2.11458303804292,-1.57145318050755,0.22219360560122103,2.0724200934034602,-0.49999779048640997,2.02337216382069
Cell43,-14.4746313333865,-2.00261334382741,1.7260032734029298,13.2308395690446,2.55476361659638,-1.6276852149675602,0.0232089399955987,-0.8295015248473929,0.306089868602224,-0.0747372720489127
Cell44,-15.266456036496999,-2.9364758700022597,2.30545404776225,12.8407138737192,1.56158471940163,-1.68513060674673,-1.13471357229072,0.20966969060884197,-0.8690839336077242,1.05729641843944
Cell45,-14.051336263951,0.225742649730899,0.43580022388244505,11.300253981465199,-0.0719003654631043,-1.82748332719612,0.0916762799398627,-2.2521230813152595,0.6392358323831121,-0.5514883164969879
Cell46,-14.2756566293076,-2.2294202260425298,0.7119571433928241,14.0833315766989,0.8321377740670909,-2.2531736931082995,-1.3311038878533301,0.690574806434212,-2.1952760077091296,0.5416997708968719
Cell47,-12.1812079986955,-2.64093924792349,-0.462183108051899,5.402756380676019,2.3667905358535,-0.7788473169161201,1.43517130546852,-2.43107500790429,-0.200356281394667,0.454106814889831
Cell48,-14.2214960957639,-0.655327734072292,1.11884425736029,15.0296421036161,1.18234673171539,-1.3469160189789298,-2.11177491868525,1.02299588786967,-1.4162576950488401,-0.9838011647821009
Cell49,-10.912916696812802,-2.58822802600319,0.928473587118976,6.79798517702227,1.1927980565761798,-0.17780191908854398,0.93155645100576,0.035007369615358004,1.2285819884178701,0.6198152512508461
Cell50,-13.0814844158831,0.0417714576307702,1.77009430692991,10.350027643502301,-0.921252195172892,-1.1935178065121101,0.6389838008589821,-0.72297782015827,-1.10782520255334,-0.5691761983946689
Cell51,-11.459878500741802,-0.6097569106392071,-0.251231440689113,14.716191055938301,1.23167539099696,0.7330008671683209,-1.17155232670062,1.3845211029951001,0.180505683976678,1.98241768781773
Cell52,-12.9143017817978,-0.24340128399971803,-0.6829926386757089,15.3108274480861,-0.281831996433987,-1.7937994445115102,0.7177764711729309,1.03718391088349,-0.317526449426303,2.9316331284770603
Cell53,-13.4628639777545,-1.19483455581971,0.5824533302238281,16.3272813003633,1.74368266140519,-1.89671734854292,-0.9757045557558441,1.796107751944,-1.24398337250054,1.03512500856902
Cell54,-13.995396318298399,0.596591252506158,0.843641825315736,17.2067184405415,2.74340887176629,-1.06072063937587,-1.33224544637091,1.35297614085384,-0.9444542627032809,2.0747573022322197
Cell55,-13.906221191280599,-3.3512758549792006,0.845801594600567,13.5698306368853,1.1104316906196599,-2.4947236598293303,-0.796163425120391,0.568946884524283,-0.270913502274011,-0.247973546709097
Cell56,-13.3041451321261,0.0121849257954029,0.686970531695137,11.0212145545823,0.0287828566983934,-1.43365514150664,-0.6883365702102711,1.15577226890126,0.40144258860357596,-0.861938353704604
Cell57,-12.1026278535115,0.6417846838475301,-0.254332157966305,12.6236271157494,0.51229598225467,-0.904498385355757,0.305544083852819,-0.7532362103119351,-1.49490465929079,2.22361161765316
Cell58,-13.8823859607595,-1.6401047589236901,0.49039937915245796,11.9896761554997,-0.323294561275439,-0.23803503497617398,0.145490687904697,0.508211327923478,1.4072799730317802,-0.819853634217131
Cell59,-14.6651573549461,-3.0255672538986498,2.17996916584443,11.5126383382539,0.292252576518613,-1.30870206077175,-1.42072651221689,0.0306763442333461,0.089817700736218,-1.5328138208861002
Cell60,-14.1065207234796,-0.92766481091553,2.10778300097733,11.9833967200023,-0.0775381990276659,-1.71768053300403,0.5828286325283512,-0.481504432212454,0.45277935410778797,-1.73484514545588
Cell61,-13.6921843689921,-1.20454060389243,0.9337931865165869,11.5795070093186,-0.76690076086633,-0.27082593139265304,0.38898778920701504,-0.97633028656047,0.809929145526751,-0.12128885421082801
Cell62,-12.224799957473,-0.49351618255083596,-0.9518233076606709,13.995304221984,-0.0658560529529283,-0.42931579086655497,-1.1711841272266599,1.52686851763947,-1.7263709499618798,1.8071492021471798
Cell63,-12.911514700521,-0.17696930730567298,0.294349988087386,16.1638958425569,2.4630832556207003,-2.52633403462365,-2.0478407718348604,1.43745190442239,-2.3796413360173196,2.2567600027297403
Cell64,-12.372213668134698,1.2211277137242,-1.03667642594882,11.3594848546153,-0.8701746898302929,-1.56750963690566,-0.10734582595192999,-0.43363378361055205,-0.617308678308705,-0.547014817886544
Cell65,-12.191266074917701,-0.895938833885853,0.55586538960106,12.6081792112871,1.03292929310362,-1.54691318418883,-1.7331657445581001,2.44757299192712,-0.5620530104329761,1.64303984894301
Cell66,-11.180141731447101,0.44994460900725997,0.218317619080624,14.519368972035199,0.41865775156391705,-1.67213935759341,-0.866851682121904,1.43305891843868,-2.95317840598782,2.36549787082665
Cell67,-13.062138496735301,-0.21899516652639703,-0.18149232707173898,15.4620189250772,1.98681900035027,-1.2767431839240801,-1.8771345624300502,1.1236255789578,-2.8352409341539597,1.45687021847608
Cell68,-10.6970286792654,0.0854065800161358,-2.20241501799646,11.7235981379526,0.881415277864788,-0.827192773086187,-0.5461489665282361,1.9760352522401698,-1.2407541896045,1.65943659455634
Cell69,-11.1238200452512,-0.349906140477287,-0.9278913336618821,14.435845555936902,1.11217110111913,-0.5619070918270179,-1.0461506942777499,0.0070936106639921,-1.56598479053928,1.3428781654413402
Cell70,-13.4369321443065,-0.35085317227481105,2.00873201829788,10.745807012385301,0.148136049022925,-1.1738453705310201,-1.1858199665054299,-1.27109274593126,-0.5718472183169909,-1.09529715478708
Cell71,-14.1374743793534,-1.5648158214459602,3.14012257052655,12.7870557678122,0.847537528315011,-1.30710522431314,-1.7579611379373499,0.931282821331988,-0.627501364118747,-0.6868635345890899
Cell72,-13.555857546983098,-1.3972225306046497,1.2098192796562,11.0621825665167,0.119180253206944,-1.37336250423391,-0.667798996405745,-1.2084158527288,0.573443167837921,-0.7622846367575699
Cell73,-12.78864522079,-0.7382874828781609,-0.452708391894883,11.7478571885761,1.17017053815429,0.210157305809413,0.952405389737467,0.40757654129896204,0.06108149451318799,0.822938103387887
Cell74,-13.130022207917099,-1.68932440839851,-0.288318946238824,14.1969684220618,0.0707958578859735,-3.15087312141168,-0.229364149650082,1.33262530543598,-1.4242721981239297,1.4515202533823501
Cell75,-14.6288027326592,0.350190640085333,0.8398362332402151,16.5572530621953,2.46014728744316,-0.8812393109912109,-0.156923777581366,0.23826163651725304,-1.0901859467936899,1.938702983528
Cell76,-13.310179507418802,-2.02373925081238,1.0004540889459599,10.5486021847594,0.361558243656139,-0.753880308658835,-0.9651368555556129,-1.3544677160285101,-0.24365757996447499,-1.2800928209701201
Cell77,-12.810277795785199,-0.8932983145788052,0.282534455284015,11.282740156649401,-0.5331083416824871,-0.42074635288301604,-0.0711594222399363,-0.6261957433379169,-0.00578471339982374,-0.235654628548606
Cell78,-14.105004499918302,-2.6372822310008597,1.5404809148990601,12.4701928924674,1.7744117295175201,-2.96562080119476,-0.5023081770192821,0.727760141719365,-0.384064269785248,-0.151772380210141
Cell79,-11.499687880215198,-5.5542382144042195,1.7561115973717702,4.7176993877383,2.3807169549796403,-1.54137048307484,0.852380887631498,-2.0147843567725,0.271490766346714,-1.4858378850865501
Cell80,-12.463732934512501,0.555450773465058,-0.40949191086023295,13.812647339021499,0.331053396702686,-1.76215091531807,-0.705911094146188,1.5123626776055699,-2.3166888421495697,2.70365449019073
Cell81,-14.078688370827,-2.91414249211663,1.9922000844741001,13.831805083731899,1.59785646731765,-2.89637165629121,-0.240172168334742,-0.5245631708743329,-1.93336854323492,-0.27677529612707696
Cell82,-8.788432796847,1.15547019905122,-1.20237277909121,12.096138569312698,0.348321522902992,-0.25118288703159003,-0.354912962584744,2.56455870389406,-1.12673204026318,2.4710534447606496
Cell83,-9.64823455619911,-0.32049585535755104,-0.795361448067158,14.547036471046699,0.575870227960473,-1.11409894503963,-0.7193150129219191,2.8762450753727995,-1.8834600789899099,2.94313133174933
Cell84,-12.5430570924929,-1.05359606140836,0.7479529727880241,10.7715560100597,-0.71349199009561,-0.0447428738377123,-1.20388961096167,1.59959164795834,0.656072935355221,-1.14169741693655
Cell85,-11.888189574509301,-1.14731682507275,0.11122267127941599,14.379182600915,0.7614280983542259,-1.35582237293108,-0.6103042296582579,2.69850969236126,-1.58438971567177,2.23080366713023
Cell86,-12.5439618157232,-2.09971963210503,-1.01933084109086,13.2674096022948,0.7714089064018901,-0.9715114453462379,-1.07670890316564,1.17290890401058,-1.31510513703908,2.2323643995107596
Cell87,-11.5362647327733,0.149429453462547,-0.772918521695983,10.6810251242964,-1.3222729669726299,-0.8143423402413,0.0891706261392264,-0.36452301722408703,0.7291383183927679,0.330526159031563
Cell88,-13.996156177830901,-1.41344616839809,1.3693677137431899,14.622784125566302,2.14385586139817,-1.00353600043465,-1.3967010561211002,0.41157542044429996,-1.19659568418068,-0.20548668491488897
Cell89,-12.3645037447633,-0.790827330011284,0.24442294735952302,10.6555994591101,0.6315974793721589,-1.06160257532458,0.361149332438538,-0.905136527577389,1.1010234013921498,0.0694963944021978
Cell90,-12.0372574340352,-1.36484661417175,0.291497603731375,14.2475826889024,0.972182014371304,-0.352797478906034,-0.805113680890146,0.0526914149876274,-1.92967979090736,2.24473325714983
Cell91,-13.4837531508396,0.26650311987559,0.415974974379854,11.1376730219174,-0.289907790037255,-1.55229422014688,0.539669190547669,-2.78291697674377,0.389657416407808,-1.34329154722785
Cell92,-13.9763759401126,-2.53638639755328,1.71352516418037,12.898659638967901,1.35152180150968,-1.5295633038348202,-0.847486766991512,1.7962954503645603,-1.0485148806111702,0.0197787693012878
Cell93,-12.646751519724699,-0.8592142307074191,1.5179544618163503,14.8004563936784,1.67961446349222,-1.81256219443624,-0.595977452726951,1.40840735798843,-1.12180593101351,0.98939833379096
Cell94,-14.654771522581301,-0.408643603822041,1.1649684052228702,12.363340760536001,0.9199798237682959,-2.15276387209994,-0.0531514360666477,-0.39048851482175,-0.523221251113543,-0.852492561549543
Cell95,-14.699135907762802,-2.91823030016774,1.8637303091261102,14.0966405104726,1.067777939902,-1.00540173863569,-0.16045646329497598,0.272744588749448,-0.8465651266786641,0.86405738089984
Cell96,-11.1257981465768,-0.302913035912334,-0.740680941255573,12.292588962529399,0.991809525242932,-0.41707998660973494,-1.61200312834503,0.0102009199518629,-1.8972034682828798,1.7254292713411399
Cell97,-13.3865292200471,-0.37599217615776503,-0.578070652713955,15.6386207588635,1.22179136513886,-0.9724009852614699,-1.5438276175143701,0.8927547913307521,-1.9412840570293501,0.87618385798281
Cell98,-13.8439682136853,-1.58313308056052,0.498442399859671,13.845962363791301,1.1254260939893501,-1.23417038175334,-0.47703741332588,1.6397498853128898,-1.4693909703931103,1.3809490993979099
Cell99,-12.880114894683398,0.7272648294604219,0.82338012951426,11.020296879466601,-0.585786764714534,-0.423760294154592,-0.9845672729237349,0.7563210558955771,-0.40713822940667493,-0.25435472323486896
